"","Condition","Subject","ICS","typUS","typCS","pdset","pdval","pd.rt","prerating","postrating","vm.resp","vm.rt","vm.correct","im.correct","im.rt","pdtrain.correct"
"1276","Exclusion","57","HW47","neg","neg","Attitude","pleasant",12752,-65,-39,"dont know",1499,NA,"FALSE",6173,0.875
"1277","Exclusion","57","HW54","pos","pos","Attitude","unpleasant",3002,49,48,"dont know",1371,NA,"TRUE",5954,0.875
"1278","Exclusion","57","HW55","pos","neutral","Attitude","unpleasant",3512,-6,22,"dont know",1027,NA,"FALSE",4174,0.875
"1279","Exclusion","57","HW56","neg","neg","Attitude","pleasant",2933,-66,-31,"dont know",1159,NA,"TRUE",8728,0.875
"1280","Exclusion","57","HW59","neg","neg","Attitude","pleasant",2548,-93,-78,"dont know",2227,NA,"TRUE",12984,0.875
"1281","Exclusion","58","HM04","neg","neg","Attitude","pleasant",2154,-100,-87,"unpleasant",690,"TRUE","TRUE",2533,0.875
"1282","Exclusion","58","HM07","neg","neg","Attitude","pleasant",2409,-99,-100,"unpleasant",586,"TRUE","TRUE",4047,0.875
"1283","Exclusion","58","HM09","neg","neutral","Memory","unpleasant",1587,12,-76,"unpleasant",1070,"TRUE","FALSE",2933,0.875
"1284","Exclusion","58","HM13","neg","neg","Attitude","pleasant",2829,-97,-96,"unpleasant",700,"TRUE","TRUE",5129,0.875
"1285","Exclusion","58","HM14","pos","neutral","Memory","pleasant",894,8,35,"pleasant",1031,"TRUE","FALSE",2956,0.875
"1286","Exclusion","58","HM16","neg","neutral","Memory","unpleasant",2735,4,-56,"pleasant",1008,"FALSE","TRUE",5647,0.875
"1287","Exclusion","58","HM20","pos","neutral","Memory","pleasant",1501,-13,-27,"dont know",5236,NA,"TRUE",13406,0.875
"1288","Exclusion","58","HM26","pos","neutral","Memory","pleasant",3907,-17,45,"pleasant",4498,"TRUE","FALSE",7181,0.875
"1289","Exclusion","58","HM27","neg","neutral","Memory","unpleasant",1738,-13,42,"unpleasant",1092,"TRUE","TRUE",4801,0.875
"1290","Exclusion","58","HM28","pos","neutral","Memory","pleasant",1261,11,12,"pleasant",1594,"TRUE","TRUE",9409,0.875
"1291","Exclusion","58","HM29","pos","neutral","Memory","pleasant",1986,18,54,"pleasant",1430,"TRUE","TRUE",8268,0.875
"1292","Exclusion","58","HM30","neg","neutral","Memory","pleasant",1593,-9,-53,"unpleasant",1574,"TRUE","TRUE",10371,0.875
"1293","Exclusion","58","HM31","pos","neutral","Memory","pleasant",1483,6,-23,"pleasant",2092,"TRUE","FALSE",13029,0.875
"1294","Exclusion","58","HM43","neg","neg","Attitude","pleasant",1978,-100,-92,"unpleasant",521,"TRUE","TRUE",1952,0.875
"1295","Exclusion","58","HM49","neg","neg","Attitude","pleasant",1601,-100,-100,"unpleasant",685,"TRUE","FALSE",3893,0.875
"1296","Exclusion","58","HM50","neg","neg","Attitude","pleasant",2033,-100,-89,"unpleasant",939,"TRUE","TRUE",4986,0.875
"1297","Exclusion","58","HM51","neg","neutral","Memory","unpleasant",1343,-19,-34,"unpleasant",1327,"TRUE","FALSE",2754,0.875
"1298","Exclusion","58","HM52","neg","neutral","Memory","unpleasant",1321,7,-76,"unpleasant",804,"TRUE","FALSE",2739,0.875
"1299","Exclusion","58","HM54","pos","neutral","Memory","pleasant",895,4,19,"pleasant",980,"TRUE","TRUE",6855,0.875
"1300","Exclusion","58","HM56","neg","neutral","Memory","unpleasant",1521,8,-100,"unpleasant",817,"TRUE","FALSE",6392,0.875
"1301","Exclusion","58","HM57","neg","neutral","Memory","unpleasant",709,10,-56,"unpleasant",1290,"TRUE","FALSE",1968,0.875
"1302","Exclusion","58","HM58","neg","neg","Attitude","pleasant",3823,-97,-68,"unpleasant",1361,"TRUE","TRUE",4385,0.875
"1303","Exclusion","58","HW01","pos","pos","Memory","pleasant",1844,100,45,"pleasant",1011,"TRUE","TRUE",8164,0.875
"1304","Exclusion","58","HW02","pos","pos","Attitude","unpleasant",2490,76,80,"pleasant",770,"TRUE","FALSE",2095,0.875
"1305","Exclusion","58","HW04","pos","pos","Memory","pleasant",2163,79,50,"pleasant",847,"TRUE","FALSE",1633,0.875
"1306","Exclusion","58","HW05","pos","neutral","Memory","pleasant",1627,9,37,"pleasant",1035,"TRUE","FALSE",2814,0.875
"1307","Exclusion","58","HW06","pos","neutral","Memory","pleasant",2159,11,31,"pleasant",831,"TRUE","TRUE",5578,0.875
"1308","Exclusion","58","HW15","pos","pos","Attitude","unpleasant",1778,99,50,"pleasant",1103,"TRUE","TRUE",4055,0.875
"1309","Exclusion","58","HW16","neg","neutral","Memory","unpleasant",1631,14,-42,"unpleasant",1500,"TRUE","TRUE",4317,0.875
"1310","Exclusion","58","HW17","neg","neutral","Memory","unpleasant",1285,-18,-43,"unpleasant",3175,"TRUE","FALSE",10648,0.875
"1311","Exclusion","58","HW20","pos","neutral","Memory","pleasant",1921,8,40,"pleasant",1872,"TRUE","FALSE",7371,0.875
"1312","Exclusion","58","HW25","pos","pos","Attitude","unpleasant",3440,63,70,"pleasant",866,"TRUE","TRUE",3730,0.875
"1313","Exclusion","58","HW34","pos","neutral","Memory","pleasant",1855,18,68,"pleasant",1678,"TRUE","TRUE",2353,0.875
"1314","Exclusion","58","HW35","neg","neg","Attitude","pleasant",3064,-100,-100,"unpleasant",895,"TRUE","TRUE",4165,0.875
"1315","Exclusion","58","HW36","pos","pos","Attitude","unpleasant",5967,92,89,"pleasant",917,"TRUE","FALSE",1767,0.875
"1316","Exclusion","58","HW43","neg","neutral","Attitude","unpleasant",9290,18,15,"unpleasant",4989,"TRUE","FALSE",12660,0.875
"1317","Exclusion","58","HW45","pos","neutral","Memory","pleasant",1331,7,66,"pleasant",1098,"TRUE","FALSE",7371,0.875
"1318","Exclusion","58","HW46","pos","pos","Attitude","unpleasant",2828,83,39,"pleasant",1020,"TRUE","FALSE",8712,0.875
"1319","Exclusion","58","HW50","neg","neutral","Memory","pleasant",4105,8,-65,"unpleasant",1060,"TRUE","TRUE",4175,0.875
"1320","Exclusion","58","HW53","pos","pos","Attitude","unpleasant",3476,83,51,"pleasant",1479,"TRUE","FALSE",3224,0.875
"1321","Exclusion","59","HM06","neg","neg","Attitude","pleasant",2953,-75,-66,"unpleasant",827,"TRUE","TRUE",8049,0.75
"1322","Exclusion","59","HM07","neg","neg","Attitude","pleasant",1835,-80,-53,"unpleasant",2268,"TRUE","FALSE",7531,0.75
"1323","Exclusion","59","HM11","neg","neg","Attitude","pleasant",2828,-85,13,"pleasant",1967,"FALSE","TRUE",3598,0.75
"1324","Exclusion","59","HM12","pos","neutral","Memory","pleasant",6767,20,12,"dont know",1482,NA,"FALSE",11726,0.75
"1325","Exclusion","59","HM13","neg","neg","Attitude","unpleasant",3463,-72,-60,"dont know",1180,NA,"FALSE",4493,0.75
"1326","Exclusion","59","HM20","pos","neutral","Memory","pleasant",2960,-16,-24,"pleasant",2152,"TRUE","FALSE",8424,0.75
"1327","Exclusion","59","HM21","neg","neutral","Memory","unpleasant",5523,-7,45,"pleasant",1377,"FALSE","TRUE",4695,0.75
"1328","Exclusion","59","HM22","neg","neg","Attitude","pleasant",1521,-100,-81,"unpleasant",825,"TRUE","TRUE",5422,0.75
"1329","Exclusion","59","HM24","pos","neutral","Attitude","pleasant",8902,16,32,"dont know",1347,NA,"FALSE",5700,0.75
"1330","Exclusion","59","HM25","neg","neutral","Memory","unpleasant",3324,-20,21,"unpleasant",1383,"TRUE","FALSE",3826,0.75
"1331","Exclusion","59","HM28","pos","neutral","Memory","unpleasant",2408,20,44,"unpleasant",1626,"FALSE","FALSE",20574,0.75
"1332","Exclusion","59","HM31","neg","neutral","Memory","unpleasant",2765,19,39,"unpleasant",2502,"TRUE","FALSE",6773,0.75
"1333","Exclusion","59","HM37","neg","neg","Attitude","pleasant",7739,-86,-42,"unpleasant",862,"TRUE","FALSE",3583,0.75
"1334","Exclusion","59","HM38","neg","neutral","Attitude","pleasant",4230,-1,-14,"dont know",1017,NA,"TRUE",7458,0.75
"1335","Exclusion","59","HM43","pos","neutral","Attitude","unpleasant",7304,-20,-15,"pleasant",1687,"TRUE","FALSE",2636,0.75
"1336","Exclusion","59","HM47","pos","neutral","Memory","unpleasant",3704,-20,-30,"unpleasant",1248,"FALSE","TRUE",2040,0.75
"1337","Exclusion","59","HM52","neg","neutral","Attitude","unpleasant",4543,17,24,"pleasant",1392,"FALSE","FALSE",8293,0.75
"1338","Exclusion","59","HM56","pos","neutral","Attitude","pleasant",2359,14,19,"pleasant",1033,"TRUE","FALSE",17128,0.75
"1339","Exclusion","59","HM57","neg","neutral","Memory","pleasant",6966,14,18,"pleasant",7619,"FALSE","TRUE",1651,0.75
"1340","Exclusion","59","HW01","pos","pos","Attitude","unpleasant",2013,100,70,"pleasant",1671,"TRUE","TRUE",11707,0.75
"1341","Exclusion","59","HW07","pos","pos","Attitude","unpleasant",3640,74,-39,"dont know",3045,NA,"FALSE",2016,0.75
"1342","Exclusion","59","HW15","pos","pos","Attitude","unpleasant",1688,79,53,"dont know",928,NA,"FALSE",7410,0.75
"1343","Exclusion","59","HW18","neg","neutral","Attitude","unpleasant",1671,14,48,"dont know",1379,NA,"FALSE",8693,0.75
"1344","Exclusion","59","HW21","pos","pos","Attitude","pleasant",2105,91,21,"dont know",723,NA,"TRUE",6979,0.75
"1345","Exclusion","59","HW22","pos","neutral","Memory","pleasant",2315,15,53,"pleasant",1377,"TRUE","TRUE",7287,0.75
"1346","Exclusion","59","HW27","pos","neutral","Attitude","unpleasant",3197,-20,-21,"dont know",1472,NA,"TRUE",7862,0.75
"1347","Exclusion","59","HW30","pos","neutral","Attitude","unpleasant",4220,1,-12,"dont know",703,NA,"TRUE",16313,0.75
"1348","Exclusion","59","HW32","pos","pos","Attitude","unpleasant",8667,76,37,"unpleasant",2743,"FALSE","TRUE",10079,0.75
"1349","Exclusion","59","HW33","neg","neutral","Memory","unpleasant",8770,0,-20,"unpleasant",4051,"TRUE","TRUE",10409,0.75
"1350","Exclusion","59","HW35","neg","neg","Attitude","pleasant",1936,-94,-65,"unpleasant",1082,"TRUE","FALSE",8122,0.75
"1351","Exclusion","59","HW43","neg","neg","Attitude","pleasant",2678,-100,-20,"dont know",2230,NA,"TRUE",4730,0.75
"1352","Exclusion","59","HW44","neg","neutral","Attitude","unpleasant",2055,19,15,"dont know",921,NA,"TRUE",12363,0.75
"1353","Exclusion","59","HW45","neg","neutral","Attitude","unpleasant",10820,17,11,"dont know",1084,NA,"TRUE",6566,0.75
"1354","Exclusion","59","HW46","pos","neutral","Memory","pleasant",1554,10,22,"pleasant",1839,"TRUE","TRUE",5139,0.75
"1355","Exclusion","59","HW47","pos","neutral","Memory","pleasant",1421,-20,-29,"pleasant",1191,"TRUE","TRUE",5452,0.75
"1356","Exclusion","59","HW48","pos","pos","Attitude","unpleasant",2044,78,-10,"dont know",701,NA,"FALSE",13745,0.75
"1357","Exclusion","59","HW56","neg","neutral","Memory","unpleasant",2856,14,-11,"dont know",1323,NA,"FALSE",8048,0.75
"1358","Exclusion","59","HW57","pos","pos","Attitude","unpleasant",1708,78,39,"dont know",865,NA,"FALSE",3826,0.75
"1359","Exclusion","59","HW58","neg","neutral","Memory","unpleasant",4868,0,-40,"unpleasant",1318,"TRUE","FALSE",8863,0.75
"1360","Exclusion","59","HW60","pos","pos","Attitude","unpleasant",3920,78,31,"pleasant",1739,"TRUE","FALSE",7984,0.75
"1441","Exclusion","63","HM01","neg","neutral","Memory","pleasant",3926,0,14,"unpleasant",1170,"TRUE","TRUE",10455,0.75
"1442","Exclusion","63","HM02","neg","neutral","Attitude","unpleasant",3598,0,-7,"unpleasant",847,"TRUE","FALSE",8911,0.75
"1443","Exclusion","63","HM03","pos","neutral","Memory","pleasant",2357,0,9,"pleasant",2485,"TRUE","FALSE",4242,0.75
"1444","Exclusion","63","HM04","neg","neutral","Memory","unpleasant",2528,0,-19,"unpleasant",941,"TRUE","TRUE",3631,0.75
"1445","Exclusion","63","HM05","pos","pos","Memory","pleasant",3664,52,63,"pleasant",546,"TRUE","FALSE",7190,0.75
"1446","Exclusion","63","HM10","neg","neg","Attitude","pleasant",2194,-8,-8,"unpleasant",714,"TRUE","FALSE",3977,0.75
"1447","Exclusion","63","HM11","neg","neg","Attitude","pleasant",2393,-13,-17,"pleasant",2945,"FALSE","FALSE",7254,0.75
"1448","Exclusion","63","HM14","pos","neutral","Memory","pleasant",2954,4,10,"pleasant",3599,"TRUE","FALSE",3349,0.75
"1449","Exclusion","63","HM15","neg","neutral","Attitude","pleasant",3835,0,-15,"unpleasant",1059,"TRUE","TRUE",9353,0.75
"1450","Exclusion","63","HM22","neg","neg","Attitude","pleasant",6016,-11,-14,"unpleasant",1779,"TRUE","TRUE",5419,0.75
"1451","Exclusion","63","HM23","pos","neutral","Memory","pleasant",2432,3,-8,"pleasant",1643,"TRUE","TRUE",2389,0.75
"1452","Exclusion","63","HM24","pos","neutral","Attitude","pleasant",2594,0,-23,"unpleasant",1267,"FALSE","FALSE",7580,0.75
"1453","Exclusion","63","HM26","pos","neutral","Memory","unpleasant",3475,2,4,"pleasant",2014,"TRUE","TRUE",2042,0.75
"1454","Exclusion","63","HM30","pos","neutral","Attitude","unpleasant",5222,0,-6,"pleasant",1148,"TRUE","TRUE",13541,0.75
"1455","Exclusion","63","HM33","neg","neutral","Memory","unpleasant",3112,0,7,"unpleasant",2339,"TRUE","FALSE",2198,0.75
"1456","Exclusion","63","HM35","pos","neutral","Memory","pleasant",2581,-3,-11,"pleasant",1593,"TRUE","TRUE",2911,0.75
"1457","Exclusion","63","HM37","neg","neutral","Memory","unpleasant",3343,0,10,"pleasant",1177,"FALSE","FALSE",7118,0.75
"1458","Exclusion","63","HM41","pos","pos","Attitude","unpleasant",2059,38,53,"pleasant",587,"TRUE","FALSE",5173,0.75
"1459","Exclusion","63","HM44","neg","neg","Attitude","pleasant",5799,-8,-16,"unpleasant",2215,"TRUE","FALSE",7148,0.75
"1460","Exclusion","63","HM51","pos","pos","Attitude","unpleasant",2810,55,23,"pleasant",1169,"TRUE","FALSE",7185,0.75
"1461","Exclusion","63","HM53","pos","pos","Attitude","unpleasant",2295,53,53,"pleasant",711,"TRUE","FALSE",4018,0.75
"1462","Exclusion","63","HM55","pos","neutral","Memory","pleasant",22912,0,7,"pleasant",678,"TRUE","FALSE",4089,0.75
"1463","Exclusion","63","HW08","neg","neutral","Memory","unpleasant",2606,-3,-15,"unpleasant",823,"TRUE","FALSE",10239,0.75
"1464","Exclusion","63","HW09","neg","neg","Attitude","unpleasant",2056,-10,-18,"unpleasant",877,"TRUE","FALSE",7752,0.75
"1465","Exclusion","63","HW10","pos","neutral","Attitude","unpleasant",3565,0,18,"pleasant",1138,"TRUE","FALSE",3097,0.75
"1466","Exclusion","63","HW11","neg","neutral","Memory","pleasant",1814,0,75,"pleasant",1685,"FALSE","FALSE",12435,0.75
"1467","Exclusion","63","HW12","pos","pos","Attitude","unpleasant",5051,33,47,"pleasant",1356,"TRUE","FALSE",4149,0.75
"1468","Exclusion","63","HW13","pos","pos","Attitude","unpleasant",1604,50,60,"pleasant",573,"TRUE","FALSE",3934,0.75
"1469","Exclusion","63","HW14","neg","neg","Attitude","unpleasant",2731,-8,12,"unpleasant",1215,"TRUE","FALSE",4857,0.75
"1470","Exclusion","63","HW16","pos","neutral","Memory","pleasant",2785,3,21,"pleasant",894,"TRUE","TRUE",3244,0.75
"1471","Exclusion","63","HW18","pos","pos","Attitude","unpleasant",2899,33,29,"pleasant",1226,"TRUE","TRUE",15552,0.75
"1472","Exclusion","63","HW19","neg","neutral","Memory","unpleasant",1674,-2,-26,"unpleasant",1272,"TRUE","TRUE",362,0.75
"1473","Exclusion","63","HW23","pos","pos","Attitude","unpleasant",1824,33,45,"pleasant",1287,"TRUE","FALSE",2821,0.75
"1474","Exclusion","63","HW27","neg","neutral","Attitude","pleasant",5015,-1,13,"unpleasant",1323,"TRUE","TRUE",4340,0.75
"1475","Exclusion","63","HW33","neg","neg","Attitude","pleasant",5758,-8,8,"unpleasant",1137,"TRUE","FALSE",3094,0.75
"1476","Exclusion","63","HW44","neg","neutral","Memory","pleasant",5026,-3,49,"pleasant",2417,"FALSE","FALSE",3309,0.75
"1477","Exclusion","63","HW47","pos","neutral","Memory","pleasant",6306,0,40,"pleasant",1660,"TRUE","TRUE",3664,0.75
"1478","Exclusion","63","HW50","pos","neutral","Memory","unpleasant",1036,-3,-13,"unpleasant",1316,"FALSE","TRUE",10450,0.75
"1479","Exclusion","63","HW52","neg","neutral","Memory","unpleasant",2168,0,-19,"unpleasant",1154,"TRUE","FALSE",4194,0.75
"1480","Exclusion","63","HW59","neg","neg","Attitude","pleasant",2941,-29,-24,"unpleasant",751,"TRUE","TRUE",6529,0.75
"1481","Exclusion","64","HM06","neg","neg","Attitude","pleasant",2629,-100,-100,"unpleasant",842,"TRUE","FALSE",6357,1
"1482","Exclusion","64","HM08","pos","neutral","Memory","pleasant",3150,10,38,"pleasant",1613,"TRUE","FALSE",1021,1
"1483","Exclusion","64","HM09","pos","neutral","Attitude","pleasant",6690,11,-40,"unpleasant",1900,"FALSE","FALSE",6407,1
"1484","Exclusion","64","HM10","neg","neg","Attitude","pleasant",2008,-100,-39,"unpleasant",704,"TRUE","FALSE",9719,1
"1485","Exclusion","64","HM13","pos","neutral","Memory","pleasant",1373,-11,45,"pleasant",822,"TRUE","TRUE",5762,1
"1486","Exclusion","64","HM15","neg","neg","Attitude","pleasant",3942,-100,-71,"unpleasant",1538,"TRUE","TRUE",3020,1
"1487","Exclusion","64","HM17","pos","neutral","Memory","pleasant",1964,-8,88,"pleasant",3972,"TRUE","TRUE",5772,1
"1488","Exclusion","64","HM19","neg","neutral","Memory","unpleasant",2161,11,0,"unpleasant",640,"TRUE","FALSE",19245,1
"1489","Exclusion","64","HM21","neg","neg","Attitude","pleasant",4636,-100,-100,"unpleasant",650,"TRUE","FALSE",7340,1
"1490","Exclusion","64","HM24","pos","neutral","Attitude","pleasant",5385,0,-7,"dont know",867,NA,"FALSE",6675,1
"1491","Exclusion","64","HM30","neg","neutral","Memory","unpleasant",1663,8,-20,"unpleasant",1127,"TRUE","TRUE",3849,1
"1492","Exclusion","64","HM37","neg","neg","Memory","unpleasant",2435,-100,-100,"unpleasant",479,"TRUE","FALSE",11574,1
"1493","Exclusion","64","HM38","pos","neutral","Memory","pleasant",2859,0,-10,"dont know",1119,NA,"TRUE",3865,1
"1494","Exclusion","64","HM42","neg","neutral","Memory","unpleasant",1229,5,-76,"unpleasant",953,"TRUE","FALSE",6585,1
"1495","Exclusion","64","HM43","neg","neg","Attitude","pleasant",1890,-100,-100,"unpleasant",696,"TRUE","FALSE",10702,1
"1496","Exclusion","64","HM45","neg","neg","Attitude","pleasant",2507,-100,-100,"unpleasant",934,"TRUE","TRUE",504,1
"1497","Exclusion","64","HM46","neg","neutral","Memory","unpleasant",1487,9,-61,"unpleasant",751,"TRUE","FALSE",10739,1
"1498","Exclusion","64","HM47","neg","neg","Attitude","pleasant",3011,-100,-100,"unpleasant",510,"TRUE","TRUE",7286,1
"1499","Exclusion","64","HM48","pos","neutral","Memory","pleasant",6848,2,23,"pleasant",1680,"TRUE","FALSE",812,1
"1500","Exclusion","64","HM53","neg","neutral","Memory","unpleasant",1816,-6,34,"unpleasant",1622,"TRUE","FALSE",10009,1
"1501","Exclusion","64","HM55","neg","neutral","Memory","unpleasant",3485,11,-25,"unpleasant",667,"TRUE","FALSE",6138,1
"1502","Exclusion","64","HM56","pos","neutral","Memory","pleasant",1929,-11,91,"pleasant",1008,"TRUE","TRUE",3089,1
"1503","Exclusion","64","HM58","neg","neutral","Memory","unpleasant",1056,9,-72,"unpleasant",664,"TRUE","FALSE",9348,1
"1504","Exclusion","64","HM59","neg","neutral","Memory","unpleasant",592,10,-100,"unpleasant",603,"TRUE","TRUE",4398,1
"1505","Exclusion","64","HW01","pos","pos","Attitude","unpleasant",1698,89,75,"dont know",648,NA,"FALSE",10503,1
"1506","Exclusion","64","HW02","pos","pos","Attitude","unpleasant",2159,100,88,"dont know",441,NA,"TRUE",3240,1
"1507","Exclusion","64","HW08","pos","neutral","Memory","unpleasant",1243,0,-29,"unpleasant",858,"FALSE","FALSE",6176,1
"1508","Exclusion","64","HW09","pos","neutral","Memory","unpleasant",1415,4,-17,"unpleasant",1081,"FALSE","TRUE",6581,1
"1509","Exclusion","64","HW15","pos","pos","Attitude","unpleasant",3314,100,84,"dont know",611,NA,"FALSE",6024,1
"1510","Exclusion","64","HW16","neg","neutral","Memory","unpleasant",1675,-11,-4,"unpleasant",959,"TRUE","TRUE",6277,1
"1511","Exclusion","64","HW18","pos","pos","Attitude","unpleasant",6425,100,89,"dont know",413,NA,"FALSE",5598,1
"1512","Exclusion","64","HW19","neg","neutral","Memory","unpleasant",1241,0,-92,"unpleasant",718,"TRUE","TRUE",3567,1
"1513","Exclusion","64","HW26","neg","neutral","Memory","unpleasant",938,5,2,"unpleasant",1774,"TRUE","FALSE",6886,1
"1514","Exclusion","64","HW36","pos","pos","Attitude","unpleasant",2092,100,65,"dont know",647,NA,"FALSE",5486,1
"1515","Exclusion","64","HW45","pos","neutral","Memory","pleasant",5970,-9,35,"dont know",1681,NA,"FALSE",8962,1
"1516","Exclusion","64","HW51","neg","neutral","Memory","unpleasant",1277,-6,-40,"unpleasant",999,"TRUE","TRUE",14012,1
"1517","Exclusion","64","HW53","pos","pos","Attitude","unpleasant",1997,90,75,"dont know",2468,NA,"TRUE",3609,1
"1518","Exclusion","64","HW54","pos","pos","Attitude","unpleasant",1991,100,34,"dont know",482,NA,"FALSE",7521,1
"1519","Exclusion","64","HW58","pos","neutral","Memory","pleasant",1797,6,26,"pleasant",4964,"TRUE","FALSE",4104,1
"1520","Exclusion","64","HW60","pos","pos","Attitude","unpleasant",1991,83,29,"dont know",437,NA,"TRUE",10301,1
"1721","Exclusion","72","HM02","pos","neutral","Memory","pleasant",2997,0,13,"pleasant",1084,"TRUE","TRUE",6758,1
"1722","Exclusion","72","HM03","pos","neutral","Memory","pleasant",7889,5,21,"dont know",3493,NA,"TRUE",13504,1
